,0,1,2
0,0.030158733,0.014442277,0.014653225
1,0.013851888,0.012177152,0.01228673
2,0.012314706,0.011269563,0.011547806
3,0.011551792,0.010862406,0.011053234
4,0.011124468,0.010484691,0.010735282
5,0.010650008,0.010668128,0.010893616
6,0.0104363,0.009644658,0.009861187
7,0.010299792,0.009692939,0.009942655
8,0.009972462,0.009382413,0.009606401
9,0.009691702,0.009029001,0.009236101
10,0.009580741,0.008708402,0.008826597
11,0.009440453,0.009680077,0.010068213
12,0.009097548,0.008111125,0.008361747
13,0.008754728,0.014864428,0.015539258
14,0.008562905,0.008227236,0.008499541
15,0.008431658,0.00837526,0.008456709
16,0.008287142,0.00775102,0.008009546
17,0.007985877,0.007507713,0.007708098
18,0.007909741,0.007036586,0.00711612
19,0.007740462,0.007051065,0.007251166
20,0.007585781,0.007107246,0.007316728
21,0.007499903,0.007712328,0.007942427
22,0.007345002,0.00725252,0.007632666
23,0.007284068,0.006647999,0.006819073
24,0.007210271,0.006580795,0.006874994
25,0.007008112,0.006508589,0.006869499
26,0.006983505,0.007441377,0.007783911
27,0.006891858,0.006818803,0.007032142
28,0.006715694,0.006852001,0.007004711
29,0.006811723,0.006340371,0.006557962
30,0.006779137,0.006204816,0.006383987
31,0.006661658,0.00618649,0.00644464
32,0.006553936,0.006029985,0.006362044
33,0.006563343,0.005939792,0.006140729
34,0.006533888,0.006079973,0.006212309
35,0.006454124,0.00584927,0.006125469
36,0.006387269,0.00577728,0.00607536
37,0.006256382,0.00586068,0.006087028
38,0.006290544,0.00598336,0.006182417
39,0.006239339,0.005958799,0.00614415
40,0.006178644,0.005629204,0.005790642
41,0.006161526,0.005800219,0.005956147
42,0.006193305,0.005643079,0.005849103
43,0.006047175,0.006474675,0.006733479
44,0.006039167,0.005584798,0.005814045
45,0.006088914,0.006105567,0.006246819
46,0.005953545,0.005982493,0.006218694
47,0.0059309,0.00568553,0.005908735
48,0.005898945,0.00559132,0.00586732
49,0.005897412,0.005561583,0.005654154
50,0.005882011,0.005519315,0.005726152
51,0.005855933,0.006411216,0.006609276
52,0.005909,0.00539368,0.005592118
53,0.005815103,0.005547859,0.005714863
54,0.005792955,0.00540533,0.005566989
55,0.005730997,0.005390767,0.005625294
56,0.00572537,0.005551,0.005741118
57,0.005802097,0.00520057,0.00543429
58,0.005664754,0.005572357,0.005851342
59,0.005667904,0.006787928,0.006861167
60,0.005717239,0.005544305,0.005710703
61,0.005563115,0.005432823,0.005617644
62,0.005629492,0.005335034,0.005485287
63,0.005563353,0.005404479,0.005573978
64,0.00560818,0.005383392,0.005604678
65,0.005247909,0.005032593,0.005134659
66,0.005244894,0.0049657,0.005160048
67,0.005291666,0.005008871,0.005161024
68,0.005207147,0.004996683,0.00514623
69,0.005201762,0.004947991,0.005274953
70,0.00521261,0.005020953,0.005130644
71,0.005234938,0.004934562,0.005160465
72,0.005124964,0.005038046,0.005132432
73,0.005223626,0.0050065,0.005101368
74,0.005214423,0.004908956,0.005124078
75,0.005162502,0.004985887,0.005109216
76,0.005143445,0.005050462,0.005157462
77,0.005219183,0.004930969,0.005150018
78,0.005162187,0.004976953,0.00513669
79,0.005202336,0.004936549,0.005145935
