,0,1,2
0,0.011157490452223175,0.00784959580119826,0.008168740397829702
1,0.008742809179779324,0.007255112703326684,0.0075167098225596115
2,0.008228197841120069,0.006971694224479485,0.007231820050529262
3,0.007393740332789158,0.006246034390364628,0.006377274244356182
4,0.006655375190858596,0.008938071288701815,0.009392000443865307
5,0.006067055285821746,0.00515676161385746,0.005277534194999725
6,0.005781436974682008,0.00950535954468052,0.00957604058231427
7,0.0055524022640331076,0.0055618225115934,0.0056783133316067125
8,0.005310495531022596,0.005173605744881376,0.005408085765798171
9,0.005212764136505374,0.004569870982724499,0.004782146730709836
10,0.005029195100112674,0.005654172972204906,0.0057062428006757066
11,0.004902028308361842,0.006136596042906857,0.0063766582319378495
12,0.004813524999274176,0.004276830639949289,0.004425194757154666
13,0.0047058462636571,0.004320002139262353,0.00439527737091042
14,0.0046641692236635115,0.006515854422906976,0.0066419741609099565
15,0.004550493467446735,0.0050926338040710355,0.005327134425167162
16,0.004444542190196748,0.004482626432175649,0.004545278521338702
17,0.004326690504898906,0.00828628788603486,0.008326407011578659
18,0.004242664975487529,0.004359615374634608,0.004517536534605658
19,0.004162925459612912,0.004065316997849358,0.004142871326196012
20,0.004090038185584323,0.004196079145810053,0.004270253115473729
21,0.004066473019356333,0.004065578970868408,0.004152848734595415
22,0.0040188963598975095,0.004273403590830723,0.004320510285736606
23,0.003979457541779888,0.0042598527109768206,0.004328981749494908
24,0.00392586010759722,0.00463180168162416,0.004781588813499148
25,0.0038715993605247666,0.0042100697933528585,0.004303305727653364
26,0.0037531770293936116,0.044175160010818386,0.04485145548066328
27,0.0037428266403528826,0.004164062927790705,0.004223767943911766
28,0.0036737560913669104,0.004317944586045739,0.0043162058094167975
29,0.003593327532539912,0.003978670074751186,0.0040661439309818736
30,0.003553646199242648,0.005370528871728354,0.005484710094432275
31,0.00349991892504725,0.00489797147457157,0.00508715054484326
32,0.0034972345790947384,0.004319862355560962,0.004421269696287977
33,0.0033774161042102184,0.0039029267548035653,0.004079801147472653
34,0.0033529883078923066,0.0039332906312921365,0.00397496950436603
35,0.0033069408180008233,0.004095102148676889,0.0041462724901399845
36,0.0032615802141811997,0.005299461931182944,0.005440746198605928
37,0.00321453972792657,0.004290138228959188,0.004310200764024187
38,0.003167229781938915,0.004306206320160414,0.004379137365286263
39,0.003106096593311029,0.005082523740948476,0.005152482213191323
40,0.0030817638777612837,0.004873127271464482,0.004996692933948043
41,0.003014127414247331,0.004052925453636706,0.004252400312590607
42,0.0029504503772502136,0.007075670875667519,0.007236058833924589
43,0.00290675147865977,0.009784951549342316,0.010043513998955938
44,0.0028162259307892654,0.004066033872128875,0.004204050156077019
45,0.002817602223473799,0.004305751339063291,0.0044892001436958205
46,0.002739985384686565,0.004029605224640447,0.0041037256921978545
47,0.0026869825252894717,0.004045362269621793,0.004176471284078596
