,0,1,2
0,0.010760589161811236,0.007627777071838287,0.00789412444816878
1,0.008475683926084672,0.007453414270677856,0.007732789930496718
2,0.007914906519958107,0.006719528332605041,0.006949411052343047
3,0.007355844109295015,0.010195253024722127,0.010528460538380479
4,0.00683071412040343,0.00922254779817495,0.009526880369271348
5,0.006428383307178287,0.005975790933952986,0.006280154054595448
6,0.006141701461081258,0.009563892322547769,0.010104680129331562
7,0.006011440583747454,0.005461052989498571,0.005787604730672927
8,0.005757564720174963,0.005812692961534519,0.0059613021915093925
9,0.0056184152014651535,0.004861196384226299,0.005054509771922482
10,0.0055176133082659095,0.004966568041671727,0.005220236715866548
11,0.0053724565653545725,0.006510866289396874,0.006622153939433138
12,0.0052116796104716544,0.0049754415806013055,0.005162494549053758
13,0.005145741845722054,0.004455484080549484,0.004618753768437992
14,0.005000038902974196,0.004474023788157671,0.004747238438550046
15,0.005021471013985056,0.005544003940287299,0.005638987728510668
16,0.004872851692972561,0.004392051969416744,0.004544809022908138
17,0.00470564683122741,0.004663825737564719,0.004779028241446731
18,0.004692232023528493,0.007569809156362411,0.007687822371131522
19,0.004606489957171289,0.007215838549373352,0.0072466893467019134
20,0.004512754698312069,0.004348867264064245,0.004434216055070336
21,0.004427293293785755,0.008632221825222969,0.008729359214092666
22,0.004352614086184001,0.004746099384506379,0.004994154245169674
23,0.004300261012559519,0.004938371700994563,0.0049967275638819085
24,0.004236741719764409,0.004245198268837561,0.004340865597250971
25,0.004132802282344038,0.0045420902368961775,0.004682397698146476
26,0.004136198916228657,0.004392016662387759,0.004436102455638688
27,0.004020038939322328,0.004551622966208239,0.004677121431833433
28,0.004025729659232552,0.0043498319125510445,0.004333156620578395
29,0.003878337057549199,0.004468307226462565,0.004371820003287961
30,0.0037974715621400517,0.008431430897892075,0.008422267525515077
31,0.003785809166918773,0.004799550156627291,0.004682205854850849
32,0.003732772852455932,0.005556131168509977,0.005652983718990763
33,0.0036289350598757452,0.004887363740856374,0.005103019348691356
34,0.0036447220074868787,0.0042121068400615665,0.0043387593048283355
35,0.003528540061926621,0.004258038112139012,0.004336485579783721
36,0.0034518648564651577,0.006498561423851149,0.006690712313888004
37,0.0034752232192293286,0.004370534520521457,0.004469073466935964
38,0.0034711591085708525,0.005649746407775372,0.005885536616547562
39,0.0032991621351035724,0.0046424586319579785,0.004729970815509031
