source,survey,lon,lat,tau,e_tau,fwhm_abs,e_fwhm_abs,v_abs,e_v_abs,Tb,e_Tb,fwhm_em,e_fwhm_em,v_em,e_v_em,NHI,e_NHI,Ts,e_Ts,ncomps,NHI_LOS,f_CNM_LOS,f_CNM_LOS_KOK14,e_f_CNM_LOS_KOK14,f_WNM_LOS,NHI_CNM_LOS,NHI_WNM_LOS,int_Ts,EBV_GNILC,e_EBV_GNILC,AV_GNILC,e_AV_GNILC,EBV_2013,AV_2013,ICO10_1,ICO10_2,ICO21,Td,e_Td,qPAH
NVSSJ175104-235215,RiegelCrutcher18,4.9686,1.5693,0.25,0.07215735933515682,-1.05619831686708, 0.313865691029,-30.9482237169, 0.12736112179 ,,,,,,,,,,,11.0,,,,,,,,,2.034341096878052,0.1451531648635864,6.306457,0.4499748,4.448124,13.789184,0.8514909148216248,6.916944980621338,4.0658369064331055,21.42562294006348,1.1350563764572144,0.0480000004172325
NVSSJ175104-235215,RiegelCrutcher18,4.9686,1.5693,0.39,0.09634211134593684,0.779441406312405, 0.190370362149,-2.23940624794, 0.0772656405352 ,,,,,,,,,,,11.0,,,,,,,,,2.034341096878052,0.1451531648635864,6.306457,0.4499748,4.448124,13.789184,0.8514909148216248,6.916944980621338,4.0658369064331055,21.42562294006348,1.1350563764572144,0.0480000004172325
NVSSJ175157-240425,RiegelCrutcher18,4.8976,1.2915,0.37,3.0419465213093084,1.5744159388586998, 0.298235496485,4.85595141526, 0.196265128885 ,,,,,,,,,,,9.0,,,,,,,,,2.4956300258636475,0.1857921928167343,7.736453,0.5759558,5.159501,15.994452,17.138134002685547,15.324800491333008,6.303751468658447,20.721683502197266,1.1356117725372314,0.0469999983906745
NVSSJ175157-240425,RiegelCrutcher18,4.8976,1.2915,0.25,0.029494635912661868,69.746687467587, 5.01996510856,4.41125167734, 1.70850944726 ,,,,,,,,,,,9.0,,,,,,,,,2.4956300258636475,0.1857921928167343,7.736453,0.5759558,5.159501,15.994452,17.138134002685547,15.324800491333008,6.303751468658447,20.721683502197266,1.1356117725372314,0.0469999983906745
NVSSJ175157-240425,RiegelCrutcher18,4.8976,1.2915,0.65,0.08571328810199401,3.93054937749165, 0.637714243765,14.18584484, 0.226777721802 ,,,,,,,,,,,9.0,,,,,,,,,2.4956300258636475,0.1857921928167343,7.736453,0.5759558,5.159501,15.994452,17.138134002685547,15.324800491333008,6.303751468658447,20.721683502197266,1.1356117725372314,0.0469999983906745
NVSSJ175157-240425,RiegelCrutcher18,4.8976,1.2915,0.39,0.05508697972440938,5.94078990802275, 0.882940241957,-4.56709782281, 0.309933748714 ,,,,,,,,,,,9.0,,,,,,,,,2.4956300258636475,0.1857921928167343,7.736453,0.5759558,5.159501,15.994452,17.138134002685547,15.324800491333008,6.303751468658447,20.721683502197266,1.1356117725372314,0.0469999983906745
NVSSJ175157-240425,RiegelCrutcher18,4.8976,1.2915,0.53,0.07303864424394639,4.8913836307029, 1.16075018424,20.7872886091, 0.342114092408 ,,,,,,,,,,,9.0,,,,,,,,,2.4956300258636475,0.1857921928167343,7.736453,0.5759558,5.159501,15.994452,17.138134002685547,15.324800491333008,6.303751468658447,20.721683502197266,1.1356117725372314,0.0469999983906745
NVSSJ175157-240425,RiegelCrutcher18,4.8976,1.2915,1.47,0.23425470676267562,5.96036564327535, 0.790744513012,7.04182015481, 0.374062195447 ,,,,,,,,,,,9.0,,,,,,,,,2.4956300258636475,0.1857921928167343,7.736453,0.5759558,5.159501,15.994452,17.138134002685547,15.324800491333008,6.303751468658447,20.721683502197266,1.1356117725372314,0.0469999983906745
NVSSJ175157-240425,RiegelCrutcher18,4.8976,1.2915,0.82,0.17183011605156417,-1.713138249552375, 0.322928225933,1.35887836936, 0.120113818497 ,,,,,,,,,,,9.0,,,,,,,,,2.4956300258636475,0.1857921928167343,7.736453,0.5759558,5.159501,15.994452,17.138134002685547,15.324800491333008,6.303751468658447,20.721683502197266,1.1356117725372314,0.0469999983906745
NVSSJ175157-240425,RiegelCrutcher18,4.8976,1.2915,0.45,0.09897738905225413,1.6236746297843099, 0.339742004428,27.6863573737, 0.138835381934 ,,,,,,,,,,,9.0,,,,,,,,,2.4956300258636475,0.1857921928167343,7.736453,0.5759558,5.159501,15.994452,17.138134002685547,15.324800491333008,6.303751468658447,20.721683502197266,1.1356117725372314,0.0469999983906745
NVSSJ175157-240425,RiegelCrutcher18,4.8976,1.2915,0.35,0.13606144767558334,1.36360740359541, 0.528623070505,24.0078202313, 0.161780299323 ,,,,,,,,,,,9.0,,,,,,,,,2.4956300258636475,0.1857921928167343,7.736453,0.5759558,5.159501,15.994452,17.138134002685547,15.324800491333008,6.303751468658447,20.721683502197266,1.1356117725372314,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,6.91,4089.9999999999964,8.9444761524351, 0.165992178002,7.46719863468, 0.0953410860033 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,0.68,0.09435467294902512,2.222370613869795, 0.251468628518,13.0226321862, 0.0964320552833 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,1.01,0.05129169356435854,6.79138236382665, 0.27591225732,24.2963766931, 0.122901701315 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,1.08,0.09088087182896244,2.9880973071465, 0.187407589853,-0.122695220226, 0.0698295393621 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,1.05,0.06482761973210206,5.6863569758370005, 0.406625646919,-6.40008750885, 0.16754080229 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,0.55,0.15684709763823496,2.52602655291195, 0.410051385201,-12.3802177156, 0.0941705771893 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,1.61,0.13427168574452422,3.96050468288115, 0.261498515891,16.7140565003, 0.0843211810905 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,0.19,0.06238177390404113,0.706262429288535, 0.263982559965,22.7161864426, 0.101241419522 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,0.87,0.05616409142090189,7.643630563445701, 0.976583736626,-15.7880778471, 0.506056232338 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175548-233322,RiegelCrutcher18,5.7906,0.7936,0.16,0.036002916867801146,2.1434421927086102, 0.547422128063,-23.3281396652, 0.213083357746 ,,,,,,,,,,,10.0,,,,,,,,,3.6634018421173096,0.2998791038990021,11.356545,0.9296252,7.032257,21.799995,44.2566032409668,39.22695159912109,16.458391189575195,20.37576484680176,1.229865789413452,0.0469999983906745
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.55,7.5167023553423356,3.40075493502375, 0.0728159272185,-9.28522463081, 0.0609014888309 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.59,0.01703860766603403,3.2454943889309997, 0.0879311788052,21.3782417546, 0.0319991250867 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.11,0.02160625373052485,0.918753071009415, 0.202321060481,-7.38213323431, 0.0624050399378 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.23,0.014206901329473899,1.889388824428575, 0.131556119272,-53.5939703549, 0.0499289329209 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.3,0.02686017513195629,4.3210570768898995, 0.296057653356,13.8062959085, 0.0639930123818 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.28,0.008490293283527928,7.2822620581991995, 0.938894974785,-40.9266314027, 0.145579209502 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.15,0.025983699965615305,2.6885551669338, 0.390392874765,-35.8840822694, 0.106070412544 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.11,0.008916632714449963,7.2558800379243005, 1.34373640216,-28.2833657673, 0.550519982494 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.13,0.010857326421849237,2.57701984121985, 0.248180774022,-18.7906967899, 0.0843073411628 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.14,0.025041619077277085,2.4697121481564, 0.360469319958,-32.1680656167, 0.0953123664415 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.58,0.08456306614070114,13.97477766368805, 0.961761230132,7.4354664046, 0.258156850613 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.1,0.012577292864459641,4.924003440248249, 1.16607703953,-48.8812203442, 0.400464480129 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.09,0.02544667417949694,2.06019892930701, 0.505949007541,-45.4615885308, 0.165378127569 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.01,0.0033086395543067077,15.368005225906499, 17.0095041572,-60.3043821803, 7.43941449631 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.88,0.1166844460155753,29.9839535639145, 0.888534657589,0.662774548103, 0.460360077197 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175151-252359,RiegelCrutcher18,3.745,0.6349,0.19,0.014867416101218939,2.89441454067135, 0.2423815936,-2.65894986608, 0.0752042467402 ,,,,,,,,,,,16.0,,,,,,,,,5.366288185119629,0.3833817541599273,16.635492,1.1884834,11.16611,34.61494,100.49789428710938,84.093505859375,26.448848724365234,19.320104598999023,0.98707377910614,0.0489999987185001
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,1.33,7.679746368183257,5.010476455518, 0.524145317025,8.71231083238, 0.681311678081 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,1.11,0.49131201303165245,3.8107507497329998, 0.861256019731,4.63070757184, 0.511525584775 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,1.12,0.2781820173907219,8.254580395929, 1.25737947664,-16.5416100256, 0.932576357615 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,0.25,0.10014537670934215,1.4658423241410001, 0.633721373082,-12.9465834411, 0.22078477539 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,0.8,0.13852293018907333,8.5779706837104, 3.14801652582,-7.83961444529, 0.875241167442 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,0.87,0.28462943901587545,2.6182254387384, 0.496945160638,-2.11436578448, 0.128598163928 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,0.49,0.04647751696423222,27.432411003520503, 4.01954989984,18.9540024549, 2.62215260717 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,0.4,0.11936399740381215,1.308136302487815, 0.406753204634,14.8937940987, 0.150010809281 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,0.38,0.11588131801020474,1.219602992874195, 0.398745331183,16.8468777657, 0.150439205578 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175427-235235,RiegelCrutcher18,5.358,0.8988,0.62,0.17419094738818858,1.306209275483865, 0.301384503754,1.12291595928, 0.109634269046 ,,,,,,,,,,,10.0,,,,,,,,,3.80851674079895,0.3120361864566803,11.806401,0.96731216,7.0001297,21.700401,45.54259490966797,30.28550910949707,13.963539123535156,20.012102127075195,1.201126217842102,0.050000000745058
NVSSJ175727-223901,RiegelCrutcher18,6.7646,0.9197,2.64,52.05089040753401,11.6942766893235, 0.188305615559,26.2533126053, 0.169355465132 ,,,,,,,,,,,12.0,,,,,,,,,4.720922470092773,0.310746282339096,14.634859,0.96331346,8.784237,27.231134,66.25086212158203,73.03726959228516,21.224624633789062,19.205463409423828,0.8967873454093933,0.0410000011324882
NVSSJ175727-223901,RiegelCrutcher18,6.7646,0.9197,2.12,1.4694271054784669,4.860356126218201, 1.49778659499,4.247819554, 1.0665840579 ,,,,,,,,,,,12.0,,,,,,,,,4.720922470092773,0.310746282339096,14.634859,0.96331346,8.784237,27.231134,66.25086212158203,73.03726959228516,21.224624633789062,19.205463409423828,0.8967873454093933,0.0410000011324882
NVSSJ175727-223901,RiegelCrutcher18,6.7646,0.9197,1.04,1.6877607158666876,2.8714966581612, 2.65084870303,7.31739671584, 0.94895555096 ,,,,,,,,,,,12.0,,,,,,,,,4.720922470092773,0.310746282339096,14.634859,0.96331346,8.784237,27.231134,66.25086212158203,73.03726959228516,21.224624633789062,19.205463409423828,0.8967873454093933,0.0410000011324882
